種類名,駅グループ名,駅グループ事業者,駅グループ路線名,駅グループ路線区別名,駅グループ路線正式区間,駅グループ路線運行系統,駅グループの路線ごとの並び順,駅名,駅名(正式)[id],駅の路線の事業者[id],駅の路線[id],駅の路線区別名[id],駅の路線の事業者[id],路線名(運行系統)[id],路線区別名(運行系統)[id],路線[正式区間][id],路線[運行系統][id],ナンバリング接頭辞,路線記号,ナンバリングハイフン,駅番号,路線(運行系統)ごとの並び順,駅カラー
駅,,,,,,,,中土,中土,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,2,
駅,,,,,,,,北小谷,北小谷,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,3,
駅,,,,,,,,平岩,平岩,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,4,
駅,,,,,,,,小滝,小滝,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,5,
駅,,,,,,,,根知,根知,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,6,
駅,,,,,,,,頸城大野,頸城大野,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,7,
駅,,,,,,,,姫川,姫川,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,8,
駅,,,,,,,,糸魚川,糸魚川,西日本旅客鉄道株式会社,大糸線,,西日本旅客鉄道株式会社,大糸線,,1,1,,,,,9,
駅,,,,,,,,神戸,神戸,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,63,1,#0071BE
駅,,,,,,,,兵庫,兵庫,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,64,2,#0071BE
駅,,,,,,,,新長田,新長田,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,65,3,#0071BE
駅,,,,,,,,鷹取,鷹取,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,66,4,#0071BE
駅,,,,,,,,須磨海浜公園,須磨海浜公園,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,67,5,#0071BE
駅,,,,,,,,須磨,須磨,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,68,6,#0071BE
駅,,,,,,,,塩屋,塩屋,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,69,7,#0071BE
駅,,,,,,,,垂水,垂水,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,70,8,#0071BE
駅,,,,,,,,舞子,舞子,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,71,9,#0071BE
駅,,,,,,,,朝霧,朝霧,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,72,10,#0071BE
駅,,,,,,,,明石,明石,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,73,11,#0071BE
駅,,,,,,,,西明石,西明石,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,74,12,#0071BE
駅,,,,,,,,大久保,大久保,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,75,13,#0071BE
駅,,,,,,,,魚住,魚住,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,76,14,#0071BE
駅,,,,,,,,土山,土山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,77,15,#0071BE
駅,,,,,,,,東加古川,東加古川,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,78,16,#0071BE
駅,,,,,,,,加古川,加古川,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,79,17,#0071BE
駅,,,,,,,,宝殿,宝殿,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,80,18,#0071BE
駅,,,,,,,,曽根,曽根,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,81,19,#0071BE
駅,,,,,,,,ひめじ別所,ひめじ別所,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,82,20,#0071BE
駅,,,,,,,,御着,御着,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,83,21,#0071BE
駅,,,,,,,,東姫路,東姫路,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,84,22,#0071BE
駅,,,,,,,,姫路,姫路,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,85,23,#0071BE
駅,,,,,,,,英賀保,英賀保,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,,24,#0071BE
駅,,,,,,,,はりま勝原,はりま勝原,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,,25,#0071BE
駅,,,,,,,,網干,網干,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,,26,#0071BE
駅,,,,,,,,竜野,竜野,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,,27,#0071BE
駅,,,,,,,,相生,相生,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,,28,#0071BE
駅,,,,,,,,有年,有年,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,,29,#0071BE
駅,,,,,,,,上郡,上郡,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,JR-,A,,,30,#0071BE
駅,,,,,,,,三石,三石,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,31,#B5D100
駅,,,,,,,,吉永,吉永,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,32,#B5D100
駅,,,,,,,,和気,和気,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,33,#B5D100
駅,,,,,,,,熊山,熊山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,34,#B5D100
駅,,,,,,,,万富,万富,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,35,#B5D100
駅,,,,,,,,瀬戸,瀬戸,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,36,#B5D100
駅,,,,,,,,上道,上道,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,37,#B5D100
駅,,,,,,,,東岡山,東岡山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,38,#B5D100
駅,,,,,,,,高島,高島,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,39,#B5D100
駅,,,,,,,,西川原,西川原,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,40,#B5D100
駅,,,,,,,,岡山,岡山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,S,,,41,#B5D100
駅,岡山,西日本旅客鉄道株式会社,山陽本線,,1,1,41,岡山,岡山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,42,#F29423
駅,,,,,,,,北長瀬,北長瀬,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,43,#F29423
駅,,,,,,,,庭瀬,庭瀬,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,44,#F29423
駅,,,,,,,,中庄,中庄,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,45,#F29423
駅,,,,,,,,倉敷,倉敷,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,46,#F29423
駅,,,,,,,,西阿知,西阿知,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,47,#F29423
駅,,,,,,,,新倉敷,新倉敷,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,48,#F29423
駅,,,,,,,,金光,金光,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,49,#F29423
駅,,,,,,,,鴨方,鴨方,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,50,#F29423
駅,,,,,,,,里庄,里庄,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,51,#F29423
駅,,,,,,,,笠岡,笠岡,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,52,#F29423
駅,,,,,,,,大門,大門,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,53,#F29423
駅,,,,,,,,東福山,東福山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,54,#F29423
駅,,,,,,,,福山,福山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,W,,,55,#F29423
駅,福山,西日本旅客鉄道株式会社,山陽本線,,1,1,55,福山,福山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,X,,,56,#00A0E9
駅,,,,,,,,備後赤坂,備後赤坂,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,X,,,57,#00A0E9
駅,,,,,,,,松永,松永,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,X,,,58,#00A0E9
駅,,,,,,,,東尾道,東尾道,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,X,,,59,#00A0E9
駅,,,,,,,,尾道,尾道,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,X,,,60,#00A0E9
駅,,,,,,,,糸崎,糸崎,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,X,,,61,#00A0E9
駅,,,,,,,,三原,三原,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,X,,,62,#00A0E9
駅,三原,西日本旅客鉄道株式会社,山陽本線,,1,1,62,三原,三原,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,63,#60AD3B
駅,,,,,,,,本郷,本郷,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,64,#60AD3B
駅,,,,,,,,河内,河内,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,65,#60AD3B
駅,,,,,,,,入野,入野,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,66,#60AD3B
駅,,,,,,,,白市,白市,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,67,#60AD3B
駅,,,,,,,,西高屋,西高屋,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,68,#60AD3B
駅,,,,,,,,西条,西条,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,69,#60AD3B
駅,,,,,,,,寺家,寺家,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,70,#60AD3B
駅,,,,,,,,八本松,八本松,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,71,#60AD3B
駅,,,,,,,,瀬野,瀬野,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,72,#60AD3B
駅,,,,,,,,中野東,中野東,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,73,#60AD3B
駅,,,,,,,,安芸中野,安芸中野,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,74,#60AD3B
駅,,,,,,,,海田市,海田市,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,75,#60AD3B
駅,,,,,,,,向洋,向洋,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,76,#60AD3B
駅,,,,,,,,天神川,天神川,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,77,#60AD3B
駅,,,,,,,,広島,広島,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,G,,,78,#60AD3B
駅,広島,西日本旅客鉄道株式会社,山陽本線,,1,1,78,広島,広島,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,79,#CB342E
駅,,,,,,,,新白島,新白島,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,80,#CB342E
駅,,,,,,,,横川,横川,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,81,#CB342E
駅,,,,,,,,西広島,西広島,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,82,#CB342E
駅,,,,,,,,新井口,新井口,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,83,#CB342E
駅,,,,,,,,五日市,五日市,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,84,#CB342E
駅,,,,,,,,廿日市,廿日市,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,85,#CB342E
駅,,,,,,,,宮内串戸,宮内串戸,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,86,#CB342E
駅,,,,,,,,阿品,阿品,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,87,#CB342E
駅,,,,,,,,宮島口,宮島口,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,88,#CB342E
駅,,,,,,,,前空,前空,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,89,#CB342E
駅,,,,,,,,大野浦,大野浦,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,90,#CB342E
駅,,,,,,,,玖波,玖波,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,91,#CB342E
駅,,,,,,,,大竹,大竹,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,92,#CB342E
駅,,,,,,,,和木,和木,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,93,#CB342E
駅,,,,,,,,岩国,岩国,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,R,,,94,#CB342E
駅,,,,,,,,南岩国,南岩国,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,95,#0071BE
駅,,,,,,,,藤生,藤生,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,96,#0071BE
駅,,,,,,,,通津,通津,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,97,#0071BE
駅,,,,,,,,由宇,由宇,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,98,#0071BE
駅,,,,,,,,神代,神代,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,99,#0071BE
駅,,,,,,,,大畠,大畠,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,100,#0071BE
駅,,,,,,,,柳井港,柳井港,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,101,#0071BE
駅,,,,,,,,柳井,柳井,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,102,#0071BE
駅,,,,,,,,田布施,田布施,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,103,#0071BE
駅,,,,,,,,岩田,岩田,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,104,#0071BE
駅,,,,,,,,島田,島田,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,105,#0071BE
駅,,,,,,,,光,光,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,106,#0071BE
駅,,,,,,,,下松,下松,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,107,#0071BE
駅,,,,,,,,櫛ケ浜,櫛ケ浜,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,108,#0071BE
駅,,,,,,,,徳山,徳山,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,109,#0071BE
駅,,,,,,,,新南陽,新南陽,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,110,#0071BE
駅,,,,,,,,福川,福川,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,111,#0071BE
駅,,,,,,,,戸田,戸田,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,112,#0071BE
駅,,,,,,,,富海,富海,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,113,#0071BE
駅,,,,,,,,防府,防府,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,114,#0071BE
駅,,,,,,,,大道,大道,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,115,#0071BE
駅,,,,,,,,四辻,四辻,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,116,#0071BE
駅,,,,,,,,新山口,新山口,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,117,#0071BE
駅,,,,,,,,嘉川,嘉川,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,118,#0071BE
駅,,,,,,,,本由良,本由良,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,119,#0071BE
駅,,,,,,,,厚東,厚東,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,120,#0071BE
駅,,,,,,,,宇部,宇部,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,121,#0071BE
駅,,,,,,,,小野田,小野田,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,122,#0071BE
駅,,,,,,,,厚狭,厚狭,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,123,#0071BE
駅,,,,,,,,埴生,埴生,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,124,#0071BE
駅,,,,,,,,小月,小月,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,125,#0071BE
駅,,,,,,,,長府,長府,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,126,#0071BE
駅,,,,,,,,新下関,新下関,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,127,#0071BE
駅,,,,,,,,幡生,幡生,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,128,#0071BE
駅,,,,,,,,下関,下関,西日本旅客鉄道株式会社,山陽本線,,西日本旅客鉄道株式会社,山陽本線,,1,1,,,,,129,#0071BE
駅,,,,,,,,兵庫,兵庫,西日本旅客鉄道株式会社,山陽本線,和田岬線,西日本旅客鉄道株式会社,山陽本線,和田岬線,1,1,,,,,1,
駅,,,,,,,,和田岬,和田岬,西日本旅客鉄道株式会社,山陽本線,和田岬線,西日本旅客鉄道株式会社,山陽本線,和田岬線,1,1,,,,,2,
駅,,,,,,,,新大阪,新大阪,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,1,
駅,,,,,,,,新神戸,新神戸,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,2,
駅,,,,,,,,西明石,西明石,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,3,
駅,,,,,,,,姫路,姫路,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,4,
駅,,,,,,,,相生,相生,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,5,
駅,,,,,,,,岡山,岡山,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,6,
駅,,,,,,,,新倉敷,新倉敷,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,7,
駅,,,,,,,,福山,福山,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,8,
駅,,,,,,,,新尾道,新尾道,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,9,
駅,,,,,,,,三原,三原,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,10,
駅,,,,,,,,東広島,東広島,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,11,
駅,,,,,,,,広島,広島,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,12,
駅,,,,,,,,新岩国,新岩国,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,13,
駅,,,,,,,,徳山,徳山,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,14,
駅,,,,,,,,新山口,新山口,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,15,
駅,,,,,,,,厚狭,厚狭,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,16,
駅,,,,,,,,新下関,新下関,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,17,
駅,,,,,,,,小倉,小倉,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,18,
駅,,,,,,,,博多,博多,西日本旅客鉄道株式会社,山陽新幹線,,西日本旅客鉄道株式会社,山陽新幹線,,1,1,,,,,19,
駅,,,,,,,,加古川,加古川,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,1,#00A684
駅,,,,,,,,日岡,日岡,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,2,#00A684
駅,,,,,,,,神野,神野,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,3,#00A684
駅,,,,,,,,厄神,厄神,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,4,#00A684
駅,,,,,,,,市場,市場,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,5,#00A684
駅,,,,,,,,小野町,小野町,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,6,#00A684
駅,,,,,,,,粟生,粟生,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,7,#00A684
駅,,,,,,,,河合西,河合西,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,8,#00A684
駅,,,,,,,,青野ケ原,青野ケ原,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,9,#00A684
駅,,,,,,,,社町,社町,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,10,#00A684
駅,,,,,,,,滝野,滝野,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,11,#00A684
駅,,,,,,,,滝,滝,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,12,#00A684
駅,,,,,,,,西脇市,西脇市,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,13,#00A684
駅,,,,,,,,新西脇,新西脇,西日本旅客鉄道株式会社,加古川線,,西日本旅客鉄道株式会社,加古川線,,1,1,JR-,I,,,14,#00A684
