乗換駅,乗換駅の路線事業者,乗換駅の路線,グループ駅路線区別名,駅名,路線事業者(id),路線名(id),路線区別名(id),路線ごとの並び順,駅名読み,都道府県名,開業日,廃止日,経度,緯度,状態(旧)
,,,,函館,北海道旅客鉄道株式会社,函館本線,,1,はこだて,北海道,,,140.726413,41.773709,0
,,,,五稜郭,北海道旅客鉄道株式会社,函館本線,,2,ごりょうかく,北海道,,,140.733539,41.803557,0
,,,,桔梗,北海道旅客鉄道株式会社,函館本線,,3,ききょう,北海道,,,140.722952,41.846457,0
,,,,大中山,北海道旅客鉄道株式会社,函館本線,,4,おおなかやま,北海道,,,140.71358,41.864641,0
,,,,七飯,北海道旅客鉄道株式会社,函館本線,,5,ななえ,北海道,,,140.688556,41.886971,0
,,,,新函館北斗,北海道旅客鉄道株式会社,函館本線,,6,しんはこだてほくと,北海道,,,140.646525,41.9054,0
,,,,仁山,北海道旅客鉄道株式会社,函館本線,,7,にやま,北海道,,,140.635183,41.930011,0
,,,,大沼,北海道旅客鉄道株式会社,函館本線,,8,おおぬま,北海道,,,140.669347,41.971954,0
,,,,大沼公園,北海道旅客鉄道株式会社,函館本線,,9,おおぬまこうえん,北海道,,,140.669758,41.980958,0
,,,,赤井川,北海道旅客鉄道株式会社,函館本線,,10,あかいがわ,北海道,,,140.642678,42.003267,0
,,,,駒ヶ岳,北海道旅客鉄道株式会社,函館本線,,11,こまがたけ,北海道,,,140.610476,42.038809,0
,,,,東山,北海道旅客鉄道株式会社,函館本線,,12,ひがしやま,北海道,,,,,2
,,,,姫川,北海道旅客鉄道株式会社,函館本線,,13,ひめかわ,北海道,,,,,2
,,,,森,北海道旅客鉄道株式会社,函館本線,,14,もり,北海道,,,140.573846,42.108917,0
,,,,桂川,北海道旅客鉄道株式会社,函館本線,,15,かつらがわ,北海道,,,140.5427876,42.1156004,2
,,,,石谷,北海道旅客鉄道株式会社,函館本線,,16,いしや,北海道,,,140.506525,42.135519,0
,,,,本石倉,北海道旅客鉄道株式会社,函館本線,,17,ほんいしくら,北海道,,,140.471957,42.159668,0
,,,,石倉,北海道旅客鉄道株式会社,函館本線,,18,いしくら,北海道,,,140.458436,42.17285,0
,,,,落部,北海道旅客鉄道株式会社,函館本線,,19,おとしべ,北海道,,,140.420755,42.187617,0
,,,,野田生,北海道旅客鉄道株式会社,函館本線,,20,のだおい,北海道,,,140.37586,42.217104,0
,,,,山越,北海道旅客鉄道株式会社,函館本線,,21,やまこし,北海道,,,140.326593,42.231172,0
,,,,八雲,北海道旅客鉄道株式会社,函館本線,,22,やくも,北海道,,,140.273342,42.253391,0
,,,,鷲ノ巣,北海道旅客鉄道株式会社,函館本線,,23,わしのす,北海道,,,140.269919,42.278389,2
,,,,山崎,北海道旅客鉄道株式会社,函館本線,,24,やまさき,北海道,,,140.2746,42.314635,0
,,,,黒岩,北海道旅客鉄道株式会社,函館本線,,25,くろいわ,北海道,,,140.288173,42.368296,0
,,,,北豊津,北海道旅客鉄道株式会社,函館本線,,26,きたとよつ,北海道,,,140.297868,42.400969,2
,,,,国縫,北海道旅客鉄道株式会社,函館本線,,27,くんぬい,北海道,,,140.320885,42.439319,0
,,,,中ノ沢,北海道旅客鉄道株式会社,函館本線,,28,なかのさわ,北海道,,,140.346077,42.477928,0
,,,,長万部,北海道旅客鉄道株式会社,函館本線,,29,おしゃまんべ,北海道,,,140.37507,42.512477,0
,,,,二股,北海道旅客鉄道株式会社,函館本線,,30,ふたまた,北海道,,,140.320821,42.575869,0
,,,,蕨岱,北海道旅客鉄道株式会社,函館本線,,31,わらびたい,北海道,,,140.313353,42.626353,2
,,,,黒松内,北海道旅客鉄道株式会社,函館本線,,32,くろまつない,北海道,,,140.305704,42.669608,0
,,,,熱郛,北海道旅客鉄道株式会社,函館本線,,33,ねっぷ,北海道,,,140.375084,42.675653,0
,,,,目名,北海道旅客鉄道株式会社,函館本線,,34,めな,北海道,,,140.465742,42.761432,0
,,,,蘭越,北海道旅客鉄道株式会社,函館本線,,35,らんこし,北海道,,,140.52894,42.804542,0
,,,,昆布,北海道旅客鉄道株式会社,函館本線,,36,こんぶ,北海道,,,140.596107,42.797984,0
,,,,ニセコ,北海道旅客鉄道株式会社,函館本線,,37,にせこ,北海道,,,140.684588,42.808746,0
,,,,比羅夫,北海道旅客鉄道株式会社,函館本線,,38,ひらふ,北海道,,,140.722615,42.84856,0
,,,,倶知安,北海道旅客鉄道株式会社,函館本線,,39,くっちゃん,北海道,,,140.745471,42.90164,0
,,,,小沢,北海道旅客鉄道株式会社,函館本線,,40,こざわ,北海道,,,140.677657,42.97185,0
,,,,銀山,北海道旅客鉄道株式会社,函館本線,,41,ぎんざん,北海道,,,140.715321,43.040888,0
,,,,然別,北海道旅客鉄道株式会社,函館本線,,42,しかりべつ,北海道,,,140.737211,43.12551,0
,,,,仁木,北海道旅客鉄道株式会社,函館本線,,43,にき,北海道,,,140.770546,43.154091,0
,,,,余市,北海道旅客鉄道株式会社,函館本線,,44,よいち,北海道,,,140.794686,43.186558,0
,,,,蘭島,北海道旅客鉄道株式会社,函館本線,,45,らんしま,北海道,,,140.854643,43.19651,0
,,,,塩谷,北海道旅客鉄道株式会社,函館本線,,46,しおや,北海道,,,140.924546,43.202406,0
,,,,小樽,北海道旅客鉄道株式会社,函館本線,,47,おたる,北海道,,,140.993653,43.197172,0
,,,,南小樽,北海道旅客鉄道株式会社,函館本線,,48,みなみおたる,北海道,,,141.007883,43.186529,0
,,,,小樽築港,北海道旅客鉄道株式会社,函館本線,,49,おたるちっこう,北海道,,,141.029051,43.180752,0
,,,,朝里,北海道旅客鉄道株式会社,函館本線,,50,あさり,北海道,,,141.063923,43.176868,0
,,,,銭函,北海道旅客鉄道株式会社,函館本線,,51,ぜにばこ,北海道,,,141.159868,43.143403,0
,,,,ほしみ,北海道旅客鉄道株式会社,函館本線,,52,ほしみ,北海道,,,141.191402,43.13373,0
,,,,星置,北海道旅客鉄道株式会社,函館本線,,53,ほしおき,北海道,,,141.210856,43.132375,0
,,,,稲穂,北海道旅客鉄道株式会社,函館本線,,54,いなほ,北海道,,,141.222919,43.128115,0
,,,,手稲,北海道旅客鉄道株式会社,函館本線,,55,ていね,北海道,,,141.243785,43.120238,0
,,,,稲積公園,北海道旅客鉄道株式会社,函館本線,,56,いなづみこうえん,北海道,,,141.257113,43.112023,0
,,,,発寒,北海道旅客鉄道株式会社,函館本線,,57,はっさむ,北海道,,,141.277273,43.099819,0
,,,,発寒中央,北海道旅客鉄道株式会社,函館本線,,58,はっさむちゅうおう,北海道,,,141.294497,43.089271,0
,,,,琴似,北海道旅客鉄道株式会社,函館本線,,59,ことに,北海道,,,141.307418,43.081599,0
,,,,桑園,北海道旅客鉄道株式会社,函館本線,,60,そうえん,北海道,,,141.332036,43.070744,0
,,,,札幌,北海道旅客鉄道株式会社,函館本線,,61,さっぽろ,北海道,,,141.350768,43.068612,0
,,,,苗穂,北海道旅客鉄道株式会社,函館本線,,62,なえぼ,北海道,,,141.377522,43.068574,0
,,,,白石,北海道旅客鉄道株式会社,函館本線,,63,しろいし,北海道,,,141.413612,43.054715,0
,,,,厚別,北海道旅客鉄道株式会社,函館本線,,64,あつべつ,北海道,,,141.46369,43.045154,0
,,,,森林公園,北海道旅客鉄道株式会社,函館本線,,65,しんりんこうえん,北海道,,,141.481332,43.056456,0
,,,,大麻,北海道旅客鉄道株式会社,函館本線,,66,おおあさ,北海道,,,141.496925,43.072382,0
,,,,野幌,北海道旅客鉄道株式会社,函館本線,,67,のっぽろ,北海道,,,141.52984,43.092559,0
,,,,高砂,北海道旅客鉄道株式会社,函館本線,,68,たかさご,北海道,,,141.540752,43.100084,0
,,,,江別,北海道旅客鉄道株式会社,函館本線,,69,えべつ,北海道,,,141.55679,43.110189,0
,,,,豊幌,北海道旅客鉄道株式会社,函館本線,,70,とよほろ,北海道,,,141.62466,43.136446,0
,,,,幌向,北海道旅客鉄道株式会社,函館本線,,71,ほろむい,北海道,,,141.655839,43.151348,0
,,,,上幌向,北海道旅客鉄道株式会社,函館本線,,72,かみほろむい,北海道,,,141.715391,43.18183,0
,,,,岩見沢,北海道旅客鉄道株式会社,函館本線,,73,いわみざわ,北海道,,,141.759359,43.204201,0
,,,,峰延,北海道旅客鉄道株式会社,函館本線,,74,みねのぶ,北海道,,,141.814673,43.264694,0
,,,,光珠内,北海道旅客鉄道株式会社,函館本線,,75,こうしゅない,北海道,,,141.844655,43.292658,0
,,,,美唄,北海道旅客鉄道株式会社,函館本線,,76,びばい,北海道,,,141.862157,43.330751,0
,,,,茶志内,北海道旅客鉄道株式会社,函館本線,,77,ちゃしない,北海道,,,141.87336,43.369842,0
,,,,奈井江,北海道旅客鉄道株式会社,函館本線,,78,ないえ,北海道,,,141.889115,43.423718,0
,,,,豊沼,北海道旅客鉄道株式会社,函館本線,,79,とよぬま,北海道,,,141.901032,43.464224,0
,,,,砂川,北海道旅客鉄道株式会社,函館本線,,80,すながわ,北海道,,,141.909642,43.493468,0
,,,,滝川,北海道旅客鉄道株式会社,函館本線,,81,たきかわ,北海道,,,141.900807,43.555278,0
,,,,江部乙,北海道旅客鉄道株式会社,函館本線,,82,えべおつ,北海道,,,141.935937,43.627564,0
,,,,妹背牛,北海道旅客鉄道株式会社,函館本線,,83,もせうし,北海道,,,141.966591,43.690841,0
,,,,深川,北海道旅客鉄道株式会社,函館本線,,84,ふかがわ,北海道,,,142.041642,43.721021,0
,,,,納内,北海道旅客鉄道株式会社,函館本線,,85,おさむない,北海道,,,142.130072,43.732509,0
,,,,伊納,北海道旅客鉄道株式会社,函館本線,,86,いのう,北海道,,,142.27167,43.763305,0
,,,,近文,北海道旅客鉄道株式会社,函館本線,,87,ちかぶみ,北海道,,,142.325327,43.789193,0
,,,,旭川,北海道旅客鉄道株式会社,函館本線,,88,あさひかわ,北海道,,,142.357803,43.763492,0
大沼,北海道旅客鉄道株式会社,函館本線,,大沼,北海道旅客鉄道株式会社,函館本線,砂原支線,1,おおぬま,北海道,,,140.669347,41.971954,0
,,,,池田園,北海道旅客鉄道株式会社,函館本線,砂原支線,2,いけだえん,北海道,,,140.700333,41.990692,0
,,,,流山温泉,北海道旅客鉄道株式会社,函館本線,砂原支線,3,ながれやまおんせん,北海道,,,140.716358,42.003483,0
,,,,銚子口,北海道旅客鉄道株式会社,函館本線,砂原支線,4,ちょうしぐち,北海道,,,140.720656,42.015471,0
,,,,鹿部,北海道旅客鉄道株式会社,函館本線,砂原支線,5,しかべ,北海道,,,140.771393,42.06439,0
,,,,渡島沼尻,北海道旅客鉄道株式会社,函館本線,砂原支線,6,おしまぬまじり,北海道,,,140.747596,42.10706,0
,,,,渡島砂原,北海道旅客鉄道株式会社,函館本線,砂原支線,7,おしまさわら,北海道,,,140.689451,42.12164,0
,,,,掛澗,北海道旅客鉄道株式会社,函館本線,砂原支線,8,かかりま,北海道,,,140.64598,42.119205,0
,,,,尾白内,北海道旅客鉄道株式会社,函館本線,砂原支線,9,おしろない,北海道,,,140.613449,42.111232,0
,,,,東森,北海道旅客鉄道株式会社,函館本線,砂原支線,10,ひがしもり,北海道,,,140.59353,42.106823,0
森,北海道旅客鉄道株式会社,函館本線,,森,北海道旅客鉄道株式会社,函館本線,砂原支線,11,もり,北海道,,,140.573846,42.108917,0
桑園,北海道旅客鉄道株式会社,函館本線,,桑園,北海道旅客鉄道株式会社,札沼線,,1,そうえん,北海道,,,141.332036,43.070744,0
,,,,八軒,北海道旅客鉄道株式会社,札沼線,,2,はちけん,北海道,,,141.319145,43.085845,0
,,,,新川,北海道旅客鉄道株式会社,札沼線,,3,しんかわ,北海道,,,141.323824,43.098604,0
,,,,新琴似,北海道旅客鉄道株式会社,札沼線,,4,しんことに,北海道,,,141.335105,43.112928,0
,,,,太平,北海道旅客鉄道株式会社,札沼線,,5,たいへい,北海道,,,141.349526,43.12401,0
,,,,百合が原,北海道旅客鉄道株式会社,札沼線,,6,ゆりがはら,北海道,,,141.360672,43.131476,0
,,,,篠路,北海道旅客鉄道株式会社,札沼線,,7,しのろ,北海道,,,141.364323,43.145152,0
,,,,拓北,北海道旅客鉄道株式会社,札沼線,,8,たくほく,北海道,,,141.381013,43.155568,0
,,,,あいの里教育大,北海道旅客鉄道株式会社,札沼線,,9,あいのさときょういくだい,北海道,,,141.39842,43.15528,0
,,,,あいの里公園,北海道旅客鉄道株式会社,札沼線,,10,あいのさとこうえん,北海道,,,141.413276,43.161206,0
,,,,石狩太美,北海道旅客鉄道株式会社,札沼線,,11,いしかりふとみ,北海道,,,141.449066,43.189801,0
,,,,石狩当別,北海道旅客鉄道株式会社,札沼線,,12,いしかりとうべつ,北海道,,,141.513764,43.22208,0
,,,,北海道医療大学,北海道旅客鉄道株式会社,札沼線,,13,ほっかいどういりょうだいがく,北海道,,,141.54995,43.230925,0
,,,,石狩金沢,北海道旅客鉄道株式会社,札沼線,,14,いしかりかなざわ,北海道,,,141.569239,43.245385,2
,,,,本中小屋,北海道旅客鉄道株式会社,札沼線,,15,もとなかごや,北海道,,,141.591661,43.28019,2
,,,,中小屋,北海道旅客鉄道株式会社,札沼線,,16,なかごや,北海道,,,141.602341,43.306846,2
,,,,月ヶ岡,北海道旅客鉄道株式会社,札沼線,,17,つきがおか,北海道,,,141.61807,43.324867,2
,,,,知来乙,北海道旅客鉄道株式会社,札沼線,,18,ちらいおつ,北海道,,,141.649123,43.331545,2
,,,,石狩月形,北海道旅客鉄道株式会社,札沼線,,19,いしかりつきがた,北海道,,,141.670193,43.340869,2
,,,,豊ヶ岡,北海道旅客鉄道株式会社,札沼線,,20,とよがおか,北海道,,,141.714026,43.366645,2
,,,,札比内,北海道旅客鉄道株式会社,札沼線,,21,さっぴない,北海道,,,141.742762,43.370926,2
,,,,晩生内,北海道旅客鉄道株式会社,札沼線,,22,おそきない,北海道,,,141.779211,43.399921,2
,,,,札的,北海道旅客鉄道株式会社,札沼線,,23,さってき,北海道,,,141.803549,43.419153,2
,,,,浦臼,北海道旅客鉄道株式会社,札沼線,,24,うらうす,北海道,,,141.817376,43.430964,2
,,,,鶴沼,北海道旅客鉄道株式会社,札沼線,,25,つるぬま,北海道,,,141.840637,43.457673,2
,,,,於札内,北海道旅客鉄道株式会社,札沼線,,26,おさつない,北海道,,,141.840102,43.473424,2
,,,,南下徳富,北海道旅客鉄道株式会社,札沼線,,27,みなみしもとっぷ,北海道,,,141.844454,43.485542,2
,,,,下徳富,北海道旅客鉄道株式会社,札沼線,,28,しもとっぷ,北海道,,,141.855574,43.50271,2
,,,,新十津川,北海道旅客鉄道株式会社,札沼線,,29,しんとつかわ,北海道,,,141.874172,43.545575,2
,,,,沼ノ端,北海道旅客鉄道株式会社,千歳線,,1,ぬまのはた,北海道,,,141.693132,42.672057,0
,,,,植苗,北海道旅客鉄道株式会社,千歳線,,2,うえなえ,北海道,,,141.735344,42.713645,0
,,,,美々,北海道旅客鉄道株式会社,千歳線,,3,びび,北海道,,,141.711387,42.777418,2
,,,,南千歳,北海道旅客鉄道株式会社,千歳線,,4,みなみちとせ,北海道,,,141.675388,42.80804,0
,,,,千歳,北海道旅客鉄道株式会社,千歳線,,5,ちとせ,北海道,,,141.651934,42.82811,0
,,,,長都,北海道旅客鉄道株式会社,千歳線,,6,おさつ,北海道,,,141.622987,42.852178,0
,,,,サッポロビール庭園,北海道旅客鉄道株式会社,千歳線,,7,さっぽろびーるていえん,北海道,,,141.605616,42.866812,0
,,,,恵庭,北海道旅客鉄道株式会社,千歳線,,8,えにわ,北海道,,,141.586234,42.883076,0
,,,,恵み野,北海道旅客鉄道株式会社,千歳線,,9,めぐみの,北海道,,,141.574429,42.902704,0
,,,,島松,北海道旅客鉄道株式会社,千歳線,,10,しままつ,北海道,,,141.573117,42.922504,0
,,,,北広島,北海道旅客鉄道株式会社,千歳線,,11,きたひろしま,北海道,,,141.563115,42.979239,0
,,,,上野幌,北海道旅客鉄道株式会社,千歳線,,12,かみのっぽろ,北海道,,,141.487317,43.016177,0
,,,,新札幌,北海道旅客鉄道株式会社,千歳線,,13,しんさっぽろ,北海道,,,141.47237,43.038732,0
,,,,平和,北海道旅客鉄道株式会社,千歳線,,14,へいわ,北海道,,,141.437967,43.04695,0
白石,北海道旅客鉄道株式会社,函館本線,,白石,北海道旅客鉄道株式会社,千歳線,,15,しろいし,北海道,,,141.413612,43.054715,0
南千歳,北海道旅客鉄道株式会社,千歳線,,南千歳,北海道旅客鉄道株式会社,千歳線,空港支線,1,みなみちとせ,北海道,,,141.675388,42.80804,0
,,,,新千歳空港,北海道旅客鉄道株式会社,千歳線,空港支線,2,しんちとせくうこう,北海道,,,141.680823,42.787546,0
南千歳,北海道旅客鉄道株式会社,千歳線,,南千歳,北海道旅客鉄道株式会社,石勝線,,1,みなみちとせ,北海道,,,141.675388,42.80804,0
,,,,追分,北海道旅客鉄道株式会社,石勝線,,2,おいわけ,北海道,,,141.810678,42.873316,0
,,,,東追分,北海道旅客鉄道株式会社,石勝線,,3,ひがしおいわけ,北海道,,,141.83228,42.902377,2
,,,,川端,北海道旅客鉄道株式会社,石勝線,,4,かわばた,北海道,,,141.894791,42.914721,0
,,,,滝ノ上,北海道旅客鉄道株式会社,石勝線,,5,たきのうえ,北海道,,,141.97628,42.910244,0
,,,,十三里,北海道旅客鉄道株式会社,石勝線,,6,とみさと,北海道,,,142.024478,42.914667,2
,,,,新夕張,北海道旅客鉄道株式会社,石勝線,,7,しんゆうばり,北海道,,,142.03657,42.936611,0
,,,,占冠,北海道旅客鉄道株式会社,石勝線,,8,しむかっぷ,北海道,,,142.400078,42.993088,0
,,,,トマム,北海道旅客鉄道株式会社,石勝線,,9,とまむ,北海道,,,142.610937,43.055913,0
,,,,新得,北海道旅客鉄道株式会社,石勝線,,10,しんとく,北海道,,,142.832432,43.082501,0
新夕張,北海道旅客鉄道株式会社,石勝線,,新夕張,北海道旅客鉄道株式会社,石勝線,夕張支線,1,しんゆうばり,北海道,,,142.03657,42.936611,0
,,,,沼ノ沢,北海道旅客鉄道株式会社,石勝線,夕張支線,2,ぬまのさわ,北海道,,,142.030836,42.957586,2
,,,,南清水沢,北海道旅客鉄道株式会社,石勝線,夕張支線,3,みなみしみずさわ,北海道,,,142.006597,42.985272,2
,,,,清水沢,北海道旅客鉄道株式会社,石勝線,夕張支線,4,しみずさわ,北海道,,,142.007285,42.99827,2
,,,,鹿ノ谷,北海道旅客鉄道株式会社,石勝線,夕張支線,5,しかのたに,北海道,,,141.964476,43.039447,2
,,,,夕張,北海道旅客鉄道株式会社,石勝線,夕張支線,6,ゆうばり,北海道,,,141.967472,43.050926,2
長万部,北海道旅客鉄道株式会社,函館本線,,長万部,北海道旅客鉄道株式会社,室蘭本線,,1,おしゃまんべ,北海道,,,140.37507,42.512477,0
,,,,静狩,北海道旅客鉄道株式会社,室蘭本線,,2,しずかり,北海道,,,140.460025,42.584065,0
,,,,小幌,北海道旅客鉄道株式会社,室蘭本線,,3,こぼろ,北海道,,,140.537361,42.589731,0
,,,,礼文,北海道旅客鉄道株式会社,室蘭本線,,4,れぶん,北海道,,,140.595013,42.580422,0
,,,,大岸,北海道旅客鉄道株式会社,室蘭本線,,5,おおきし,北海道,,,140.639036,42.585969,0
,,,,豊浦,北海道旅客鉄道株式会社,室蘭本線,,6,とようら,北海道,,,140.71536,42.580323,0
,,,,洞爺,北海道旅客鉄道株式会社,室蘭本線,,7,とうや,北海道,,,140.763959,42.55055,0
,,,,有珠,北海道旅客鉄道株式会社,室蘭本線,,8,うす,北海道,,,140.793969,42.513267,0
,,,,長和,北海道旅客鉄道株式会社,室蘭本線,,9,ながわ,北海道,,,140.833783,42.488262,0
,,,,伊達紋別,北海道旅客鉄道株式会社,室蘭本線,,10,だてもんべつ,北海道,,,140.855802,42.469395,0
,,,,北舟岡,北海道旅客鉄道株式会社,室蘭本線,,11,きたふなおか,北海道,,,140.880259,42.450528,0
,,,,稀府,北海道旅客鉄道株式会社,室蘭本線,,12,まれっぷ,北海道,,,140.898836,42.425567,0
,,,,黄金,北海道旅客鉄道株式会社,室蘭本線,,13,こがね,北海道,,,140.907781,42.386441,0
,,,,崎守,北海道旅客鉄道株式会社,室蘭本線,,14,さきもり,北海道,,,140.927141,42.373968,0
,,,,本輪西,北海道旅客鉄道株式会社,室蘭本線,,15,もとわにし,北海道,,,140.977561,42.358734,0
,,,,東室蘭,北海道旅客鉄道株式会社,室蘭本線,,16,ひがしむろらん,北海道,,,141.026411,42.349374,0
,,,,鷲別,北海道旅客鉄道株式会社,室蘭本線,,17,わしべつ,北海道,,,141.042759,42.35953,0
,,,,幌別,北海道旅客鉄道株式会社,室蘭本線,,18,ほろべつ,北海道,,,141.107293,42.409782,0
,,,,富浦,北海道旅客鉄道株式会社,室蘭本線,,19,とみうら,北海道,,,141.156878,42.441957,0
,,,,登別,北海道旅客鉄道株式会社,室蘭本線,,20,のぼりべつ,北海道,,,141.180931,42.45207,0
,,,,虎杖浜,北海道旅客鉄道株式会社,室蘭本線,,21,こじょうはま,北海道,,,141.215092,42.464695,0
,,,,竹浦,北海道旅客鉄道株式会社,室蘭本線,,22,たけうら,北海道,,,141.260395,42.49284,0
,,,,北吉原,北海道旅客鉄道株式会社,室蘭本線,,23,きたよしはら,北海道,,,141.286199,42.509119,0
,,,,萩野,北海道旅客鉄道株式会社,室蘭本線,,24,はぎの,北海道,,,141.30603,42.521159,0
,,,,白老,北海道旅客鉄道株式会社,室蘭本線,,25,しらおい,北海道,,,141.360054,42.55474,0
,,,,社台,北海道旅客鉄道株式会社,室蘭本線,,26,しゃだい,北海道,,,141.417433,42.578682,0
,,,,錦岡,北海道旅客鉄道株式会社,室蘭本線,,27,にしきおか,北海道,,,141.48722,42.6025,0
,,,,糸井,北海道旅客鉄道株式会社,室蘭本線,,28,いとい,北海道,,,141.546187,42.6225,0
,,,,青葉,北海道旅客鉄道株式会社,室蘭本線,,29,あおば,北海道,,,141.568278,42.62999,0
,,,,苫小牧,北海道旅客鉄道株式会社,室蘭本線,,30,とまこまい,北海道,,,141.596837,42.639665,0
沼ノ端,北海道旅客鉄道株式会社,千歳線,,沼ノ端,北海道旅客鉄道株式会社,室蘭本線,,31,ぬまのはた,北海道,,,141.693132,42.672057,0
,,,,遠浅,北海道旅客鉄道株式会社,室蘭本線,,32,とあさ,北海道,,,141.769568,42.729533,0
,,,,早来,北海道旅客鉄道株式会社,室蘭本線,,33,はやきた,北海道,,,141.814106,42.765237,0
,,,,安平,北海道旅客鉄道株式会社,室蘭本線,,34,あびら,北海道,,,141.825283,42.814007,0
追分,北海道旅客鉄道株式会社,石勝線,,追分,北海道旅客鉄道株式会社,室蘭本線,,35,おいわけ,北海道,,,141.810678,42.873316,0
,,,,三川,北海道旅客鉄道株式会社,室蘭本線,,36,みかわ,北海道,,,141.800778,42.945029,0
,,,,古山,北海道旅客鉄道株式会社,室蘭本線,,37,ふるさん,北海道,,,141.793969,42.975256,0
,,,,由仁,北海道旅客鉄道株式会社,室蘭本線,,38,ゆに,北海道,,,141.785868,43.012206,0
,,,,栗山,北海道旅客鉄道株式会社,室蘭本線,,39,くりやま,北海道,,,141.775603,43.058164,0
,,,,栗丘,北海道旅客鉄道株式会社,室蘭本線,,40,くりおか,北海道,,,141.744333,43.085444,0
,,,,栗沢,北海道旅客鉄道株式会社,室蘭本線,,41,くりさわ,北海道,,,141.739743,43.120367,0
,,,,志文,北海道旅客鉄道株式会社,室蘭本線,,42,しぶん,北海道,,,141.744443,43.158903,0
岩見沢,北海道旅客鉄道株式会社,函館本線,,岩見沢,北海道旅客鉄道株式会社,室蘭本線,,43,いわみざわ,北海道,,,141.759359,43.204201,0
東室蘭,北海道旅客鉄道株式会社,室蘭本線,,東室蘭,北海道旅客鉄道株式会社,室蘭本線,室蘭支線,1,ひがしむろらん,北海道,,,141.026411,42.349374,0
,,,,輪西,北海道旅客鉄道株式会社,室蘭本線,室蘭支線,2,わにし,北海道,,,141.005743,42.333775,0
,,,,御崎,北海道旅客鉄道株式会社,室蘭本線,室蘭支線,3,みさき,北海道,,,140.993881,42.329014,0
,,,,母恋,北海道旅客鉄道株式会社,室蘭本線,室蘭支線,4,ぼこい,北海道,,,140.990018,42.317295,0
,,,,室蘭,北海道旅客鉄道株式会社,室蘭本線,室蘭支線,5,むろらん,北海道,,,140.97571,42.317864,0
苫小牧,北海道旅客鉄道株式会社,室蘭本線,,苫小牧,北海道旅客鉄道株式会社,日高本線,,1,とまこまい,北海道,,,141.596837,42.639665,0
,,,,勇払,北海道旅客鉄道株式会社,日高本線,,2,ゆうふつ,北海道,,,141.727667,42.632805,0
,,,,浜厚真,北海道旅客鉄道株式会社,日高本線,,3,はまあつま,北海道,,,141.837071,42.606725,0
,,,,浜田浦,北海道旅客鉄道株式会社,日高本線,,4,はまたうら,北海道,,,141.88362,42.590722,0
,,,,鵡川,北海道旅客鉄道株式会社,日高本線,,5,むかわ,北海道,,,141.923892,42.578953,0
,,,,汐見,北海道旅客鉄道株式会社,日高本線,,6,しおみ,北海道,,,141.945255,42.550235,0
,,,,富川,北海道旅客鉄道株式会社,日高本線,,7,とみかわ,北海道,,,142.020855,42.516865,0
,,,,日高門別,北海道旅客鉄道株式会社,日高本線,,8,ひだかもんべつ,北海道,,,142.072692,42.481237,0
,,,,豊郷,北海道旅客鉄道株式会社,日高本線,,9,とよさと,北海道,,,142.122493,42.470119,0
,,,,清畠,北海道旅客鉄道株式会社,日高本線,,10,きよはた,北海道,,,142.176624,42.455709,0
,,,,厚賀,北海道旅客鉄道株式会社,日高本線,,11,あつが,北海道,,,142.215896,42.430507,0
,,,,大狩部,北海道旅客鉄道株式会社,日高本線,,12,おおかりべ,北海道,,,142.259355,42.395695,0
,,,,節婦,北海道旅客鉄道株式会社,日高本線,,13,せっぷ,北海道,,,142.275541,42.38248,0
,,,,新冠,北海道旅客鉄道株式会社,日高本線,,14,にいかっぷ,北海道,,,142.312585,42.360667,0
,,,,静内,北海道旅客鉄道株式会社,日高本線,,15,しずない,北海道,,,142.360402,42.336559,0
,,,,東静内,北海道旅客鉄道株式会社,日高本線,,16,ひがししずない,北海道,,,142.450485,42.304416,0
,,,,春立,北海道旅客鉄道株式会社,日高本線,,17,はるたち,北海道,,,142.498943,42.268515,0
,,,,日高東別,北海道旅客鉄道株式会社,日高本線,,18,ひだかとうべつ,北海道,,,142.521371,42.280837,0
,,,,日高三石,北海道旅客鉄道株式会社,日高本線,,19,ひだかみついし,北海道,,,142.566859,42.247269,0
,,,,蓬栄,北海道旅客鉄道株式会社,日高本線,,20,ほうえい,北海道,,,142.604517,42.264636,0
,,,,本桐,北海道旅客鉄道株式会社,日高本線,,21,ほんきり,北海道,,,142.630455,42.248205,0
,,,,荻伏,北海道旅客鉄道株式会社,日高本線,,22,おぎふし,北海道,,,142.689432,42.206136,0
,,,,絵笛,北海道旅客鉄道株式会社,日高本線,,23,えふえ,北海道,,,142.736134,42.198428,0
,,,,浦河,北海道旅客鉄道株式会社,日高本線,,24,うらかわ,北海道,,,142.769976,42.168366,0
,,,,東町,北海道旅客鉄道株式会社,日高本線,,25,ひがしちょう,北海道,,,142.788931,42.156037,0
,,,,日高幌別,北海道旅客鉄道株式会社,日高本線,,26,ひだかほろべつ,北海道,,,142.834519,42.142338,0
,,,,鵜苫,北海道旅客鉄道株式会社,日高本線,,27,うとま,北海道,,,142.882513,42.134449,0
,,,,西様似,北海道旅客鉄道株式会社,日高本線,,28,にしさまに,北海道,,,142.908737,42.138411,0
,,,,様似,北海道旅客鉄道株式会社,日高本線,,29,さまに,北海道,,,142.93596,42.127936,0
深川,北海道旅客鉄道株式会社,函館本線,,深川,北海道旅客鉄道株式会社,留萌本線,,1,ふかがわ,北海道,,,142.041642,43.721021,0
