乗換駅,乗換駅の路線事業者,乗換駅の路線,グループ駅路線区別名,駅名,路線事業者(id),路線名(id),路線区別名(id),路線ごとの並び順,駅名読み,都道府県名,開業日,廃止日,経度,緯度,状態(旧)
,,,,下石野,三木鉄道株式会社,三木線,,4,しもいしの,兵庫県,,,,,2
,,,,石野,三木鉄道株式会社,三木線,,5,いしの,兵庫県,,,,,2
,,,,西這田,三木鉄道株式会社,三木線,,6,にしほうだ,兵庫県,,,,,2
,,,,別所,三木鉄道株式会社,三木線,,7,べっしょ,兵庫県,,,,,2
,,,,高木,三木鉄道株式会社,三木線,,8,たかぎ,兵庫県,,,,,2
,,,,三木,三木鉄道株式会社,三木線,,9,みき,兵庫県,,,,,2
延岡,九州旅客鉄道株式会社,日豊本線,,延岡,高千穂鉄道株式会社,高千穂線,,1,のべおか,宮崎県,,,,,2
,,,,西延岡,高千穂鉄道株式会社,高千穂線,,2,にしのべおか,宮崎県,,,,,2
,,,,行縢,高千穂鉄道株式会社,高千穂線,,3,むかばき,宮崎県,,,,,2
,,,,細見,高千穂鉄道株式会社,高千穂線,,4,ほそい,宮崎県,,,,,2
,,,,日向岡元,高千穂鉄道株式会社,高千穂線,,5,ひゅうがおかもと,宮崎県,,,,,2
,,,,吐合,高千穂鉄道株式会社,高千穂線,,6,はきあい,宮崎県,,,,,2
,,,,曽木,高千穂鉄道株式会社,高千穂線,,7,そき,宮崎県,,,,,2
,,,,川水流,高千穂鉄道株式会社,高千穂線,,8,かわずる,宮崎県,,,,,2
,,,,上崎,高千穂鉄道株式会社,高千穂線,,9,かみざき,宮崎県,,,,,2
,,,,早日渡,高千穂鉄道株式会社,高千穂線,,10,はやひと,宮崎県,,,,,2
,,,,亀ヶ崎,高千穂鉄道株式会社,高千穂線,,11,かめがさき,宮崎県,,,,,2
,,,,槇峰,高千穂鉄道株式会社,高千穂線,,12,まきみね,宮崎県,,,,,2
,,,,日向八戸,高千穂鉄道株式会社,高千穂線,,13,ひゅうがやと,宮崎県,,,,,2
,,,,吾味,高千穂鉄道株式会社,高千穂線,,14,ごみ,宮崎県,,,,,2
,,,,日之影温泉,高千穂鉄道株式会社,高千穂線,,15,ひのかげおんせん,宮崎県,,,,,2
,,,,影待,高千穂鉄道株式会社,高千穂線,,16,かげまち,宮崎県,,,,,2
,,,,深角,高千穂鉄道株式会社,高千穂線,,17,ふかすみ,宮崎県,,,,,2
,,,,天岩戸,高千穂鉄道株式会社,高千穂線,,18,あまのいわと,宮崎県,,,,,2
,,,,高千穂,高千穂鉄道株式会社,高千穂線,,19,たかちほ,宮崎県,,,,,2
